Date,Open,High,Low,Close
25-01-2021,32285.79883,34802.74219,32087.78711,32366.39258
26-01-2021,32358.61328,32794.55078,31030.26563,32569.84961
27-01-2021,32564.0293,32564.0293,29367.13867,30432.54688
28-01-2021,30441.04102,33858.3125,30023.20703,33466.09766
29-01-2021,34318.67188,38406.26172,32064.81445,34316.38672
30-01-2021,34295.93359,34834.70703,32940.1875,34269.52344
31-01-2021,34270.87891,34288.33203,32270.17578,33114.35938
01-02-2021,33114.57813,34638.21484,32384.22852,33537.17578
02-02-2021,33533.19922,35896.88281,33489.21875,35510.28906
03-02-2021,35510.82031,37480.1875,35443.98438,37472.08984
04-02-2021,37475.10547,38592.17578,36317.5,36926.06641
05-02-2021,36931.54688,38225.90625,36658.76172,38144.30859
06-02-2021,38138.38672,40846.54688,38138.38672,39266.01172
07-02-2021,39250.19141,39621.83594,37446.15234,38903.44141
08-02-2021,38886.82813,46203.92969,38076.32422,46196.46484
09-02-2021,46184.99219,48003.72266,45166.96094,46481.10547
10-02-2021,46469.76172,47145.56641,43881.15234,44918.18359
11-02-2021,44898.71094,48463.46875,44187.76172,47909.33203
12-02-2021,47877.03516,48745.73438,46424.97656,47504.85156
13-02-2021,47491.20313,48047.74609,46392.28125,47105.51563
14-02-2021,47114.50781,49487.64063,47114.50781,48717.28906
15-02-2021,48696.53516,48875.57031,46347.47656,47945.05859
16-02-2021,47944.45703,50341.10156,47201.30469,49199.87109
17-02-2021,49207.27734,52533.91406,49072.37891,52149.00781
18-02-2021,52140.97266,52474.10547,51015.76563,51679.79688
19-02-2021,51675.98047,56113.65234,50937.27734,55888.13281
20-02-2021,55887.33594,57505.22656,54626.55859,56099.51953
21-02-2021,56068.56641,58330.57031,55672.60938,57539.94531
22-02-2021,57532.73828,57533.39063,48967.56641,54207.32031
23-02-2021,54204.92969,54204.92969,45290.58984,48824.42578
24-02-2021,48835.08594,51290.13672,47213.5,49705.33203
25-02-2021,49709.08203,51948.96875,47093.85156,47093.85156
26-02-2021,47180.46484,48370.78516,44454.84375,46339.76172
27-02-2021,46344.77344,48253.26953,45269.02734,46188.45313
28-02-2021,46194.01563,46716.42969,43241.61719,45137.76953
